"Title","handheld","max_players","multiplatform","online_play","prev_licensed","publishers","sequel","review_score","total_sales","used_price","release_console","esrb_rating","re_release","year","avg_all_playtime","max_all_playtime","med_all_playtime","total_all_playtime","min_all_playtime","avg_complete","max_complete","med_complete","total_complete","min_complete","avg_x_complete","max_x_complete","med_x_complete","total_x_complete","min_x_complete","avg_story_complete","max_story_complete","med_story_complete","total_story_complete","min_story_complete","genre_action","genre_strategy","genre_racing_driving","genre_sports","genre_simulation","genre_adventure","genre_rpg","genre_educational"
"Super Mario 64 DS",TRUE,1,TRUE,TRUE,TRUE,"Nintendo",TRUE,85,4.69,24.95,"Nintendo DS","E",TRUE,2004,22.7166666666667,31.9,24.4833333333333,57,14.3,29.7666666666667,35.0333333333333,30,20,22.0166666666667,24.9166666666667,29.9666666666667,25,16,18.3333333333333,14.3333333333333,18.3166666666667,14.5,21,9.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Lumines: Puzzle Fusion",TRUE,1,TRUE,TRUE,TRUE,"Ubisoft",TRUE,89,0.56,14.95,"Sony PSP","E",TRUE,2004,10.1,11.0166666666667,10,5,9.51666666666667,0,0,0,0,0,9.75,9.86666666666667,9.75,2,9.61666666666667,10.3333333333333,11.0833333333333,10,3,9.58333333333333,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"WarioWare Touched!",TRUE,2,TRUE,TRUE,TRUE,"Nintendo",TRUE,81,0.54,22.95,"Nintendo DS","E",TRUE,2004,4.56666666666667,11.5666666666667,2.5,57,2.26666666666667,10,14.1,7.25,16,6.8,3.85,5.66666666666667,3.33333333333333,11,2.78333333333333,1.91666666666667,2.93333333333333,1.83333333333333,30,1.43333333333333,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Hot Shots Golf: Open Tee",TRUE,1,TRUE,TRUE,TRUE,"Sony",TRUE,81,0.49,12.95,"Sony PSP","E",TRUE,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Spider-Man 2",TRUE,1,TRUE,TRUE,TRUE,"Activision",TRUE,61,0.45,14.95,"Nintendo DS","E",TRUE,2004,13.25,48.3833333333333,10,37,7.06666666666667,72.5666666666667,78.8666666666667,72.5666666666667,2,66.2833333333333,12.7666666666667,17.3166666666667,12.5,12,10.4833333333333,8.35,11.0833333333333,8,23,5.33333333333333,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"The Urbz: Sims in the City",TRUE,1,TRUE,TRUE,TRUE,"EA",TRUE,67,0.41,12.95,"Nintendo DS","M",TRUE,2004,21.9333333333333,25.5,20,7,16.7333333333333,30.0333333333333,30.0333333333333,30.0333333333333,2,30.0333333333333,20.8333333333333,25.2,20,3,16.45,15.5,15.75,15.5,2,15.25,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"Ridge Racer",TRUE,1,TRUE,TRUE,TRUE,"Namco",TRUE,88,0.36,19.95,"Sony PSP","E",TRUE,2004,0.816666666666667,1.05,0.883333333333333,6,0.583333333333333,1.25,1.25,1.25,1,1.25,0.883333333333333,0.933333333333333,0.883333333333333,2,0.833333333333333,0.616666666666667,0.783333333333333,0.533333333333333,3,0.45,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Metal Gear Ac!d",TRUE,1,TRUE,TRUE,TRUE,"Konami",TRUE,75,0.34,17.95,"Sony PSP","E",TRUE,2004,25.3833333333333,51.65,21.2666666666667,18,19.1666666666667,80,80,80,1,80,24.8333333333333,27.4833333333333,25.1,6,21.9166666666667,20.7,23.6,20.7833333333333,11,17.8833333333333,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Madden NFL 2005",TRUE,1,TRUE,TRUE,TRUE,"EA",TRUE,68,0.25,8.95,"Nintendo DS","T",TRUE,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Pokmon Dash",TRUE,1,TRUE,TRUE,TRUE,"Nintendo",TRUE,46,0.22,24.95,"Nintendo DS","T",TRUE,2004,3.83333333333333,7.25,1.18333333333333,4,1.75,12,12,12,1,12,0,0,0,0,0,1.11666666666667,1.2,1.08333333333333,3,1.05,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dynasty Warriors",TRUE,1,TRUE,TRUE,TRUE,"Koei",TRUE,62,0.2,14.95,"Sony PSP","E",TRUE,2004,8.88333333333333,18.05,2.08333333333333,4,3.11666666666667,0,0,0,0,0,0,0,0,0,0,8.88333333333333,18.05,2.08333333333333,4,3.11666666666667,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"Feel the Magic XY/XX",TRUE,1,TRUE,TRUE,TRUE,"Sega",TRUE,75,0.16,8.95,"Nintendo DS","T",TRUE,2004,2.9,3.8,3,9,2.31666666666667,0,0,0,0,0,3.1,3.15,3.1,2,3.05,2.85,3.78333333333333,2.98333333333333,7,2.3,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"Ridge Racer DS",TRUE,1,TRUE,TRUE,TRUE,"Namco",TRUE,63,0.15,9.95,"Nintendo DS","E",TRUE,2004,2.23333333333333,2.23333333333333,2.23333333333333,1,2.23333333333333,0,0,0,0,0,0,0,0,0,0,2.23333333333333,2.23333333333333,2.23333333333333,1,2.23333333333333,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Darkstalkers Chronicle: The Chaos Tower",TRUE,1,TRUE,TRUE,TRUE,"Capcom",TRUE,74,0.14,14.95,"Sony PSP","E",TRUE,2004,1.63333333333333,2.4,2,7,1.06666666666667,0,0,0,0,0,0,0,0,0,0,1.63333333333333,2.4,2,7,1.06666666666667,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Ape Escape Academy",TRUE,4,TRUE,TRUE,TRUE,"Sony",TRUE,51,0.13,14.95,"Sony PSP","E",TRUE,2004,1.88333333333333,1.88333333333333,1.88333333333333,1,1.88333333333333,0,0,0,0,0,0,0,0,0,0,1.88333333333333,1.88333333333333,1.88333333333333,1,1.88333333333333,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Polarium",TRUE,1,TRUE,TRUE,TRUE,"Nintendo",TRUE,73,0.12,8.95,"Nintendo DS","E",TRUE,2004,6.73333333333333,9.18333333333333,6,5,5.26666666666667,12,12,12,1,12,0,0,0,0,0,5.41666666666667,5.78333333333333,5.75,4,4.86666666666667,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Asphalt: Urban GT",TRUE,1,TRUE,TRUE,TRUE,"Ubisoft",TRUE,60,0.11,14.95,"Nintendo DS","E",TRUE,2004,12.4,13.7,12.4,2,11.1,9.81666666666667,9.81666666666667,9.81666666666667,1,9.81666666666667,0,0,0,0,0,15,15,15,1,15,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"Zoo Keeper",TRUE,1,TRUE,TRUE,TRUE,"Ignition",TRUE,74,0.1,14.95,"Nintendo DS","T",TRUE,2004,7.15,8.9,5,5,5.03333333333333,11.75,11.75,11.75,1,11.75,0,0,0,0,0,6,7.75,5,4,4.75,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Mr. DRILLER: Drill Spirits",TRUE,1,TRUE,TRUE,TRUE,"Namco",TRUE,72,0.09,14.95,"Nintendo DS","T",TRUE,2004,9.88333333333333,10.9833333333333,9.88333333333333,2,8.76666666666667,0,0,0,0,0,0,0,0,0,0,9.88333333333333,10.9833333333333,9.88333333333333,2,8.76666666666667,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Sprung",TRUE,1,TRUE,TRUE,TRUE,"Ubisoft",TRUE,48,0.06,8.95,"Nintendo DS","E",TRUE,2004,17.75,17.75,17.75,1,17.75,17.75,17.75,17.75,1,17.75,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Armored Core: Formula Front - Extreme Battle",TRUE,1,TRUE,TRUE,TRUE,"Agetec, FromSoftware",TRUE,66,0.05,16.95,"Sony PSP","E",TRUE,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Puyo Pop Fever",TRUE,1,TRUE,TRUE,TRUE,"Sega",TRUE,76,0.04,19.95,"Nintendo DS","E",TRUE,2004,2.5,3.11666666666667,2,3,1.86666666666667,0,0,0,0,0,4,4,4,1,4,1.75,1.86666666666667,1.75,2,1.61666666666667,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Mario Kart DS",TRUE,1,TRUE,TRUE,TRUE,"Nintendo",TRUE,91,9.99,29.95,"Nintendo DS","E",TRUE,2005,10.4166666666667,22.3666666666667,9.08333333333333,91,5.61666666666667,16.3833333333333,25.3333333333333,15,32,10.3333333333333,10.7166666666667,15.1666666666667,10,24,7.8,4.78333333333333,7.36666666666667,4.5,35,3.06666666666667,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Nintendogs",TRUE,1,TRUE,TRUE,TRUE,"Nintendo",TRUE,83,9.72,26.95,"Nintendo DS","E",TRUE,2005,39.3833333333333,66.8333333333333,27.9833333333333,9,22.8333333333333,100,100,100,1,100,43.35,49.0166666666667,43.35,2,37.6666666666667,27.9666666666667,46.8166666666667,22.15,6,18.5333333333333,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"Brain Age: Train Your Brain in Minutes a Day!",TRUE,1,TRUE,TRUE,TRUE,"Nintendo",TRUE,77,5.07,17.95,"Nintendo DS","M",TRUE,2005,0.95,1.48333333333333,1,10,0.633333333333333,1,1,1,2,1,0.933333333333333,0.966666666666667,0.933333333333333,2,0.9,0.933333333333333,1.48333333333333,1,6,0.633333333333333,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Brain Agey: More Training in Minutes a Day!",TRUE,1,TRUE,TRUE,TRUE,"Nintendo",TRUE,77,3.65,17.95,"Nintendo DS","E",TRUE,2005,13.25,27.05,15,7,7.46666666666667,1,1,1,1,1,23.3333333333333,29.5833333333333,15,3,17.0833333333333,7.26666666666667,12.0666666666667,1,3,2.48333333333333,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Grand Theft Auto: Liberty City Stories",TRUE,1,TRUE,TRUE,TRUE,"Capcom,Rockstar",TRUE,88,2.97,17.95,"Sony PSP","E",TRUE,2005,20.2666666666667,44.8,14.9666666666667,60,12.3333333333333,46.6666666666667,59.4666666666667,47.2333333333333,7,33.2,26.55,39.1333333333333,20,11,18.6333333333333,14.2166666666667,21.9,13.85,42,10.5333333333333,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Animal Crossing: Wild World",TRUE,1,TRUE,TRUE,TRUE,"Nintendo",TRUE,86,2.6,24.95,"Nintendo DS","T",TRUE,2005,168.966666666667,437.366666666667,80.5333333333333,24,72.3666666666667,408.583333333333,555.8,314.666666666667,4,308.3,180.533333333333,265.133333333333,180,9,105.133333333333,72.3833333333333,135.583333333333,70,11,45.5833333333333,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"Big Brain Academy",TRUE,1,TRUE,TRUE,TRUE,"Nintendo",TRUE,74,1.77,16.95,"Nintendo DS","E",TRUE,2005,9.16666666666667,14.0666666666667,7.13333333333333,9,4.56666666666667,16.3833333333333,17.8333333333333,15,3,14.9166666666667,8.06666666666667,8.53333333333333,8.06666666666667,2,7.6,4.3,5.35,5.11666666666667,4,2.85,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Call of Duty 2",TRUE,4,TRUE,TRUE,TRUE,"Activision,Konami",TRUE,89,1.69,17.95,"X360","E",TRUE,2005,9.23333333333333,14.55,9,210,6.55,11.6333333333333,15.7,11.1833333333333,39,8.2,9.6,11.3166666666667,10,25,7.4,8.51666666666667,11.3666666666667,8.98333333333333,146,6.36666666666667,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Midnight Club 3: DUB Edition",TRUE,1,TRUE,TRUE,TRUE,"Rockstar",TRUE,74,1.69,14.95,"Sony PSP","T",TRUE,2005,39,46.75,48,9,29.25,48.8666666666667,49.4,48.75,4,48.4,49,49.5,49,2,48.5,19.1666666666667,21.1666666666667,19.5,3,17.1666666666667,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Need for Speed: Most Wanted 5-1-0",TRUE,1,TRUE,TRUE,TRUE,"EA",TRUE,72,1.67,14.95,"Sony PSP","M",TRUE,2005,11.3833333333333,12.4333333333333,10.3333333333333,3,10.35,0,0,0,0,0,9.83333333333333,9.83333333333333,9.83333333333333,1,9.83333333333333,12.1666666666667,13.0833333333333,12.1666666666667,2,11.25,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Pokmon Mystery Dungeon: Blue Rescue Team",TRUE,1,TRUE,TRUE,TRUE,"Nintendo",TRUE,62,1.22,14.95,"Nintendo DS","T",TRUE,2005,37.4666666666667,101.016666666667,25.6166666666667,60,20.2666666666667,111.966666666667,135.733333333333,90,6,87.9833333333333,39.6166666666667,70.25,38.5,21,29.4666666666667,22.5666666666667,43.9166666666667,23.05,33,15.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"Sonic Rush",TRUE,1,TRUE,TRUE,TRUE,"Sega",TRUE,82,1.2,14.95,"Nintendo DS","E",TRUE,2005,7.91666666666667,13.5333333333333,6.21666666666667,25,5.03333333333333,13.4333333333333,17.35,16,5,10.4666666666667,9.43333333333333,10.35,10,7,8.18333333333333,4.96666666666667,5.98333333333333,5,13,3.98333333333333,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Star Wars: Battlefront II",TRUE,1,TRUE,TRUE,TRUE,"EA",TRUE,69,1.09,16.95,"Sony PSP","E",TRUE,2005,15.0166666666667,116,9,99,7.41666666666667,48.9,131.066666666667,35.3666666666667,14,28.5666666666667,13.4166666666667,16.6833333333333,13.35,25,9.83333333333333,7.78333333333333,11.2333333333333,8,60,5.35,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"SOCOM: U.S. Navy SEALs - Fireteam Bravo",TRUE,1,TRUE,TRUE,TRUE,"Sony",TRUE,82,1.07,14.95,"Sony PSP","E",TRUE,2005,8.58333333333333,8.58333333333333,8.58333333333333,1,8.58333333333333,0,0,0,0,0,0,0,0,0,0,8.58333333333333,8.58333333333333,8.58333333333333,1,8.58333333333333,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Need for Speed: Most Wanted",TRUE,2,TRUE,TRUE,TRUE,"EA",TRUE,83,0.95,17.95,"X360","E",TRUE,2005,14.6,46.65,12,182,8.36666666666667,34.6,56.15,30,21,25.2166666666667,15.9166666666667,33.25,14,51,12.4666666666667,10.1833333333333,17.0333333333333,10,110,6.75,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Zoo Tycoon DS",TRUE,1,TRUE,TRUE,TRUE,"THQ",TRUE,44,0.92,12.95,"Nintendo DS","T",TRUE,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"The Sims 2",TRUE,1,TRUE,TRUE,TRUE,"EA",TRUE,70,0.83,17.95,"Nintendo DS","M",TRUE,2005,55.9333333333333,122.7,34.9166666666667,20,29.7,200,200,200,1,200,61.55,90.3833333333333,60,7,42,40.6666666666667,77.9,30.9833333333333,12,24.9,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"Mario & Luigi: Partners in Time",TRUE,1,TRUE,TRUE,TRUE,"Nintendo",TRUE,86,0.75,29.95,"Nintendo DS","E",TRUE,2005,19.6666666666667,30.3166666666667,18.65,96,14.3833333333333,33.9166666666667,39.2166666666667,40,7,27.4666666666667,19.25,24.0666666666667,19.0333333333333,32,16.65,18.15,21.8166666666667,18.0166666666667,57,13.85,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"Madden NFL 06",TRUE,1,TRUE,TRUE,TRUE,"EA",TRUE,75,0.75,7.95,"Sony PSP","E",TRUE,2005,3.75,5.36666666666667,3.75,2,2.11666666666667,3.75,5.36666666666667,3.75,2,2.11666666666667,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Need for Speed Underground: Rivals",TRUE,4,TRUE,TRUE,TRUE,"EA",TRUE,74,0.73,17.95,"Sony PSP","E",TRUE,2005,22.3666666666667,28.0333333333333,20.4666666666667,3,16.7,27.5666666666667,31.1166666666667,27.5666666666667,2,24.0166666666667,0,0,0,0,0,12,12,12,1,12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Twisted Metal: Head-On",TRUE,1,TRUE,TRUE,TRUE,"Sony",TRUE,79,0.73,14.95,"Sony PSP","E",TRUE,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Perfect Dark Zero",TRUE,4,TRUE,TRUE,TRUE,"Microsoft",TRUE,79,0.7,17.95,"X360","E",TRUE,2005,9.3,20.6833333333333,8,33,6.31666666666667,28.85,30.7833333333333,28.85,2,26.9166666666667,10.1666666666667,11.2833333333333,10,3,9.03333333333333,7.81666666666667,10,8,28,5.95,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Super Monkey Ball: Touch & Roll",TRUE,1,TRUE,TRUE,TRUE,"Sega",TRUE,63,0.7,15.95,"Nintendo DS","T",TRUE,2005,1.45,2.75,0.566666666666667,9,0.583333333333333,0,0,0,0,0,3.55,4.01666666666667,3.55,2,3.08333333333333,0.85,2.16666666666667,0.466666666666667,7,0.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Super Princess Peach",TRUE,1,TRUE,TRUE,TRUE,"Nintendo",TRUE,75,0.7,29.95,"Nintendo DS","T",TRUE,2005,11,19.5833333333333,9.28333333333333,22,7.81666666666667,17.7833333333333,23.4,17.7833333333333,6,13.4666666666667,9.1,10.8333333333333,9.25,9,7.58333333333333,7.61666666666667,9.08333333333333,7,7,6.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Burnout Legends",TRUE,1,TRUE,TRUE,TRUE,"EA",TRUE,86,0.68,14.95,"Sony PSP","T",TRUE,2005,12.8333333333333,18.2,12,14,9,15.3666666666667,18.9166666666667,16.25,4,11.3833333333333,14.0833333333333,18.5166666666667,12,7,10.0333333333333,6.51666666666667,6.86666666666667,7,3,6.16666666666667,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Madden NFL 06",TRUE,2,TRUE,TRUE,TRUE,"EA",TRUE,74,0.62,4.95,"X360","E",TRUE,2005,3.75,5.36666666666667,3.75,2,2.11666666666667,3.75,5.36666666666667,3.75,2,2.11666666666667,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Clubhouse Games",TRUE,1,TRUE,TRUE,TRUE,"Nintendo",TRUE,83,0.61,17.95,"Nintendo DS","E",TRUE,2005,20,20,20,1,20,20,20,20,1,20,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ATV Offroad Fury: Blazin' Trails",TRUE,4,TRUE,TRUE,TRUE,"Sony",TRUE,63,0.56,12.95,"Sony PSP","T",TRUE,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"Untold Legends: Brotherhood of the Blade",TRUE,1,TRUE,TRUE,TRUE,"Activision,Sony",TRUE,68,0.56,12.95,"Sony PSP","M",TRUE,2005,21,21.5,21,2,20.5,0,0,0,0,0,22,22,22,1,22,20,20,20,1,20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"Tony Hawk's Underground 2: Remix",TRUE,1,TRUE,TRUE,TRUE,"Activision",TRUE,83,0.49,14.95,"Sony PSP","T",TRUE,2005,23.45,23.45,23.45,1,23.45,23.45,23.45,23.45,1,23.45,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"The Sims 2",TRUE,1,TRUE,TRUE,TRUE,"EA",TRUE,65,0.46,14.95,"Sony PSP","T",TRUE,2005,55.9333333333333,122.7,34.9166666666667,20,29.7,200,200,200,1,200,61.55,90.3833333333333,60,7,42,40.6666666666667,77.9,30.9833333333333,12,24.9,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"WipEout Pure",TRUE,1,TRUE,TRUE,TRUE,"Sony",TRUE,88,0.45,12.95,"Sony PSP","E",TRUE,2005,9.51666666666667,14.5833333333333,8.8,8,6.38333333333333,0,0,0,0,0,14.2,16.55,12,3,11.85,6.71666666666667,9.66666666666667,6,5,4.98333333333333,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"NBA Live 06",TRUE,1,TRUE,TRUE,TRUE,"EA",TRUE,80,0.42,9.95,"Sony PSP","E",TRUE,2005,4,4,4,1,4,0,0,0,0,0,0,0,0,0,0,4,4,4,1,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"WWE Smackdown vs. Raw 2006",TRUE,4,TRUE,TRUE,TRUE,"THQ",TRUE,81,0.38,14.95,"Sony PSP","T",TRUE,2005,19.5,47.2333333333333,9.41666666666667,14,10.0833333333333,46.4833333333333,59.4833333333333,31.4833333333333,3,33.4833333333333,31,35.5,31,2,26.5,7.96666666666667,9.6,8,9,6.85,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Dead or Alive 4",TRUE,4,TRUE,TRUE,TRUE,"Tecmo",TRUE,85,0.38,17.95,"X360","E",TRUE,2005,27.3833333333333,158.333333333333,6,25,8.5,138.75,209.05,97.5,4,89.05,11.0666666666667,15.2666666666667,10,7,7.76666666666667,3.73333333333333,5.4,3.85,14,2.06666666666667,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Phoenix Wright: Ace Attorney",TRUE,1,TRUE,TRUE,TRUE,"Capcom",TRUE,81,0.38,24.95,"Nintendo DS","E",TRUE,2005,19.6833333333333,32.1833333333333,19.05,240,12.1833333333333,22.35,33.3666666666667,21.1666666666667,87,14.1166666666667,23.3166666666667,29.3,23,30,16.5666666666667,16.9166666666667,25.7333333333333,16.2666666666667,123,10.8,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Spider-Man 2",TRUE,1,TRUE,TRUE,TRUE,"Activision",TRUE,67,0.38,14.95,"Sony PSP","M",TRUE,2005,13.25,48.3833333333333,10,37,7.06666666666667,72.5666666666667,78.8666666666667,72.5666666666667,2,66.2833333333333,12.7666666666667,17.3166666666667,12.5,12,10.4833333333333,8.35,11.0833333333333,8,23,5.33333333333333,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"NFL Street 2",TRUE,4,TRUE,TRUE,TRUE,"EA",TRUE,73,0.37,17.95,"Sony PSP","T",TRUE,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Kirby: Canvas Curse",TRUE,1,TRUE,TRUE,TRUE,"Nintendo",TRUE,86,0.37,17.95,"Nintendo DS","T",TRUE,2005,7.4,14.2666666666667,5.66666666666667,40,4.58333333333333,16.1166666666667,19.0166666666667,15.9666666666667,6,12.2666666666667,9.7,13.1833333333333,9.5,6,6.68333333333333,5.03333333333333,7.45,4.8,28,3.78333333333333,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Battlefield 2: Modern Combat",TRUE,4,TRUE,TRUE,TRUE,"EA",TRUE,77,0.36,16.95,"X360","E",TRUE,2005,7.31666666666667,8.1,6.93333333333333,4,6.71666666666667,0,0,0,0,0,9.06666666666667,9.06666666666667,9.06666666666667,1,9.06666666666667,6.73333333333333,6.95,6.66666666666667,3,6.51666666666667,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Yoshi Touch & Go",TRUE,1,TRUE,TRUE,TRUE,"Nintendo",TRUE,73,0.36,17.95,"Nintendo DS","T",TRUE,2005,4.5,5.25,4.5,2,3.75,0,0,0,0,0,6,6,6,1,6,3,3,3,1,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Tiger Woods PGA Tour 06",TRUE,4,TRUE,TRUE,TRUE,"EA",TRUE,71,0.33,9.95,"X360","T",TRUE,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Condemned: Criminal Origins",TRUE,1,TRUE,TRUE,TRUE,"Sega",TRUE,81,0.33,14.95,"X360","E",TRUE,2005,8.16666666666667,14.8666666666667,7.55,156,5.91666666666667,14.15,15.4166666666667,15,7,12.2833333333333,9.53333333333333,15.5833333333333,9,42,7.18333333333333,7.25,11.05,7,107,5.55,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Peter Jackson's King Kong: The Official Game of...",TRUE,2,TRUE,TRUE,TRUE,"Ubisoft",TRUE,80,0.32,14.95,"X360","T",TRUE,2005,6.96666666666667,8.58333333333333,7,49,5.48333333333333,7.58333333333333,8.98333333333333,8,17,6.55,6.8,8.33333333333333,6.56666666666667,10,5.83333333333333,6.58333333333333,8.38333333333333,7,22,5.38333333333333,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Castlevania: Dawn of Sorrow",TRUE,1,TRUE,TRUE,TRUE,"Konami",TRUE,89,0.31,17.95,"Nintendo DS","T",TRUE,2005,16.0333333333333,62.45,13,130,9.75,30.0166666666667,69.1833333333333,26,19,20.25,15.4833333333333,32.3666666666667,14,63,10.5333333333333,11.2166666666667,16.15,10.4166666666667,48,7.9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"SpongeBob SquarePants: The Yellow Avenger",TRUE,1,TRUE,TRUE,TRUE,"THQ",TRUE,67,0.31,13.95,"Nintendo DS","E",TRUE,2005,11.85,13.7833333333333,11.85,2,9.91666666666667,15.7,15.7,15.7,1,15.7,0,0,0,0,0,8,8,8,1,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Marvel Nemesis: Rise of the Imperfects",TRUE,1,TRUE,TRUE,TRUE,"EA",TRUE,58,0.31,17.95,"Sony PSP","T",TRUE,2005,5.03333333333333,6.15,4.58333333333333,8,4.13333333333333,0,0,0,0,0,6.15,7.15,7.5,3,5.13333333333333,4.36666666666667,4.63333333333333,4.16666666666667,5,3.96666666666667,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
