name,background_image,metacritic,playtime,esrb_rating_name,platform_name,genre,metacritic_category,season,platform_logo,cons_comp
Weird West,https://media.rawg.io/media/games/3ca/3ca6130eabf2e05275859166eaf5c66b.jpg,77,5,Mature,Xbox One,RPG,Good,Spring,https://upload.wikimedia.org/wikipedia/commons/4/43/Xbox_One_logo_wordmark.svg,Microsoft
Weird West,https://media.rawg.io/media/games/3ca/3ca6130eabf2e05275859166eaf5c66b.jpg,77,5,Mature,PlayStation 4,RPG,Good,Spring,https://upload.wikimedia.org/wikipedia/commons/8/87/PlayStation_4_logo_and_wordmark.svg,Sony
Weird West,https://media.rawg.io/media/games/3ca/3ca6130eabf2e05275859166eaf5c66b.jpg,77,5,Mature,Xbox Series S/X,RPG,Good,Spring,https://upload.wikimedia.org/wikipedia/commons/f/f3/Xbox_Series_X_S_black.svg,Microsoft
The Witcher 3: Game of the Year,https://media.rawg.io/media/screenshots/6e1/6e13d9acb4e7a6e184f24892f52c4544.jpg,92,0,Mature,PC,RPG,Masterpiece,Summer,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
The Witcher 3: Game of the Year,https://media.rawg.io/media/screenshots/6e1/6e13d9acb4e7a6e184f24892f52c4544.jpg,92,0,Mature,PlayStation 5,RPG,Masterpiece,Summer,https://upload.wikimedia.org/wikipedia/commons/c/cb/PlayStation_5_logo_and_wordmark.svg,Sony
The Witcher 3: Game of the Year,https://media.rawg.io/media/screenshots/6e1/6e13d9acb4e7a6e184f24892f52c4544.jpg,92,0,Mature,Xbox One,RPG,Masterpiece,Summer,https://upload.wikimedia.org/wikipedia/commons/4/43/Xbox_One_logo_wordmark.svg,Microsoft
The Witcher 3: Game of the Year,https://media.rawg.io/media/screenshots/6e1/6e13d9acb4e7a6e184f24892f52c4544.jpg,92,0,Mature,PlayStation 4,RPG,Masterpiece,Summer,https://upload.wikimedia.org/wikipedia/commons/8/87/PlayStation_4_logo_and_wordmark.svg,Sony
The Witcher 3: Game of the Year,https://media.rawg.io/media/screenshots/6e1/6e13d9acb4e7a6e184f24892f52c4544.jpg,92,0,Mature,Nintendo Switch,RPG,Masterpiece,Summer,https://upload.wikimedia.org/wikipedia/commons/8/8a/NintendoSwitchLogo.svg,Nintendo
Shadows: Awakening,https://media.rawg.io/media/games/998/9988525895232b81618aa7eb2b844002.jpg,73,3,Teen,PC,RPG,Good,Summer,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
Shadows: Awakening,https://media.rawg.io/media/games/998/9988525895232b81618aa7eb2b844002.jpg,73,3,Teen,Xbox One,RPG,Good,Summer,https://upload.wikimedia.org/wikipedia/commons/4/43/Xbox_One_logo_wordmark.svg,Microsoft
Shadows: Awakening,https://media.rawg.io/media/games/998/9988525895232b81618aa7eb2b844002.jpg,73,3,Teen,PlayStation 4,RPG,Good,Summer,https://upload.wikimedia.org/wikipedia/commons/8/87/PlayStation_4_logo_and_wordmark.svg,Sony
Fire Emblem: Three Houses,https://media.rawg.io/media/games/530/53081dbd5003f990fa5312404ac3d71a.jpg,89,0,Teen,Nintendo Switch,RPG,Excellent,Summer,https://upload.wikimedia.org/wikipedia/commons/8/8a/NintendoSwitchLogo.svg,Nintendo
Persona 5 Strikers,https://media.rawg.io/media/games/161/16107bc17254244531927450ad9716a7.jpg,80,11,Mature,PC,RPG,Great,Holiday,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
Persona 5 Strikers,https://media.rawg.io/media/games/161/16107bc17254244531927450ad9716a7.jpg,80,11,Mature,PlayStation 4,RPG,Great,Holiday,https://upload.wikimedia.org/wikipedia/commons/8/87/PlayStation_4_logo_and_wordmark.svg,Sony
Persona 5 Strikers,https://media.rawg.io/media/games/161/16107bc17254244531927450ad9716a7.jpg,80,11,Mature,Nintendo Switch,RPG,Great,Holiday,https://upload.wikimedia.org/wikipedia/commons/8/8a/NintendoSwitchLogo.svg,Nintendo
World of Warcraft,https://media.rawg.io/media/games/0d9/0d930ea604ee240c5af30c58f73ddf48.jpg,93,129,Teen,PC,RPG,Masterpiece,Early Year,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
World of Warcraft,https://media.rawg.io/media/games/0d9/0d930ea604ee240c5af30c58f73ddf48.jpg,93,129,Teen,macOS,RPG,Masterpiece,Early Year,https://upload.wikimedia.org/wikipedia/commons/3/30/MacOS_logo.svg,Computer
The Void,https://media.rawg.io/media/games/7a0/7a0b4801b4ec1a8ed03cf07cfedcaa77.jpg,77,4,Teen,PC,RPG,Good,Spring,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
Final Fantasy XII: The Zodiac Age,https://media.rawg.io/media/games/f35/f351f8f406f2ea12088b5e1b034f73b9.jpeg,87,9,Teen,PC,RPG,Excellent,Summer,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
Final Fantasy XII: The Zodiac Age,https://media.rawg.io/media/games/f35/f351f8f406f2ea12088b5e1b034f73b9.jpeg,87,9,Teen,Xbox One,RPG,Excellent,Summer,https://upload.wikimedia.org/wikipedia/commons/4/43/Xbox_One_logo_wordmark.svg,Microsoft
Final Fantasy XII: The Zodiac Age,https://media.rawg.io/media/games/f35/f351f8f406f2ea12088b5e1b034f73b9.jpeg,87,9,Teen,PlayStation 4,RPG,Excellent,Summer,https://upload.wikimedia.org/wikipedia/commons/8/87/PlayStation_4_logo_and_wordmark.svg,Sony
Final Fantasy XII: The Zodiac Age,https://media.rawg.io/media/games/f35/f351f8f406f2ea12088b5e1b034f73b9.jpeg,87,9,Teen,Nintendo Switch,RPG,Excellent,Summer,https://upload.wikimedia.org/wikipedia/commons/8/8a/NintendoSwitchLogo.svg,Nintendo
Knock-Knock,https://media.rawg.io/media/games/3f9/3f99d409124962fa6e125409254528c3.jpg,57,3,Teen,PC,RPG,Poor,Fall,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
Knock-Knock,https://media.rawg.io/media/games/3f9/3f99d409124962fa6e125409254528c3.jpg,57,3,Teen,Xbox One,RPG,Poor,Fall,https://upload.wikimedia.org/wikipedia/commons/4/43/Xbox_One_logo_wordmark.svg,Microsoft
Knock-Knock,https://media.rawg.io/media/games/3f9/3f99d409124962fa6e125409254528c3.jpg,57,3,Teen,PlayStation 4,RPG,Poor,Fall,https://upload.wikimedia.org/wikipedia/commons/8/87/PlayStation_4_logo_and_wordmark.svg,Sony
Knock-Knock,https://media.rawg.io/media/games/3f9/3f99d409124962fa6e125409254528c3.jpg,57,3,Teen,Nintendo Switch,RPG,Poor,Fall,https://upload.wikimedia.org/wikipedia/commons/8/8a/NintendoSwitchLogo.svg,Nintendo
Knock-Knock,https://media.rawg.io/media/games/3f9/3f99d409124962fa6e125409254528c3.jpg,57,3,Teen,iOS,RPG,Poor,Fall,https://upload.wikimedia.org/wikipedia/commons/6/63/IOS_wordmark_%282017%29.svg,Mobile
Knock-Knock,https://media.rawg.io/media/games/3f9/3f99d409124962fa6e125409254528c3.jpg,57,3,Teen,Android,RPG,Poor,Fall,https://upload.wikimedia.org/wikipedia/commons/6/64/Android_logo_2019_%28stacked%29.svg,Mobile
Knock-Knock,https://media.rawg.io/media/games/3f9/3f99d409124962fa6e125409254528c3.jpg,57,3,Teen,macOS,RPG,Poor,Fall,https://upload.wikimedia.org/wikipedia/commons/3/30/MacOS_logo.svg,Computer
Knock-Knock,https://media.rawg.io/media/games/3f9/3f99d409124962fa6e125409254528c3.jpg,57,3,Teen,Linux,RPG,Poor,Fall,https://upload.wikimedia.org/wikipedia/commons/d/dd/Linux_logo.jpg,Computer
Knock-Knock,https://media.rawg.io/media/games/3f9/3f99d409124962fa6e125409254528c3.jpg,57,3,Teen,PS Vita,RPG,Poor,Fall,https://upload.wikimedia.org/wikipedia/commons/3/3d/PlayStation_Vita_logo.svg,Sony
The Banner Saga 3,https://media.rawg.io/media/games/d10/d1079ef92c414ca95e7b54ccec4d8a37.jpg,83,8,Teen,PC,RPG,Great,Summer,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
The Banner Saga 3,https://media.rawg.io/media/games/d10/d1079ef92c414ca95e7b54ccec4d8a37.jpg,83,8,Teen,Xbox One,RPG,Great,Summer,https://upload.wikimedia.org/wikipedia/commons/4/43/Xbox_One_logo_wordmark.svg,Microsoft
The Banner Saga 3,https://media.rawg.io/media/games/d10/d1079ef92c414ca95e7b54ccec4d8a37.jpg,83,8,Teen,PlayStation 4,RPG,Great,Summer,https://upload.wikimedia.org/wikipedia/commons/8/87/PlayStation_4_logo_and_wordmark.svg,Sony
The Banner Saga 3,https://media.rawg.io/media/games/d10/d1079ef92c414ca95e7b54ccec4d8a37.jpg,83,8,Teen,Nintendo Switch,RPG,Great,Summer,https://upload.wikimedia.org/wikipedia/commons/8/8a/NintendoSwitchLogo.svg,Nintendo
The Banner Saga 3,https://media.rawg.io/media/games/d10/d1079ef92c414ca95e7b54ccec4d8a37.jpg,83,8,Teen,iOS,RPG,Great,Summer,https://upload.wikimedia.org/wikipedia/commons/6/63/IOS_wordmark_%282017%29.svg,Mobile
The Banner Saga 3,https://media.rawg.io/media/games/d10/d1079ef92c414ca95e7b54ccec4d8a37.jpg,83,8,Teen,Android,RPG,Great,Summer,https://upload.wikimedia.org/wikipedia/commons/6/64/Android_logo_2019_%28stacked%29.svg,Mobile
The Banner Saga 3,https://media.rawg.io/media/games/d10/d1079ef92c414ca95e7b54ccec4d8a37.jpg,83,8,Teen,macOS,RPG,Great,Summer,https://upload.wikimedia.org/wikipedia/commons/3/30/MacOS_logo.svg,Computer
Warhammer: Chaosbane,https://media.rawg.io/media/games/382/3825ef8a6143ac0622758d6e0f5ae46e.jpg,70,6,Mature,PC,RPG,Good,Spring,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
Warhammer: Chaosbane,https://media.rawg.io/media/games/382/3825ef8a6143ac0622758d6e0f5ae46e.jpg,70,6,Mature,PlayStation 5,RPG,Good,Spring,https://upload.wikimedia.org/wikipedia/commons/c/cb/PlayStation_5_logo_and_wordmark.svg,Sony
Warhammer: Chaosbane,https://media.rawg.io/media/games/382/3825ef8a6143ac0622758d6e0f5ae46e.jpg,70,6,Mature,Xbox One,RPG,Good,Spring,https://upload.wikimedia.org/wikipedia/commons/4/43/Xbox_One_logo_wordmark.svg,Microsoft
Warhammer: Chaosbane,https://media.rawg.io/media/games/382/3825ef8a6143ac0622758d6e0f5ae46e.jpg,70,6,Mature,PlayStation 4,RPG,Good,Spring,https://upload.wikimedia.org/wikipedia/commons/8/87/PlayStation_4_logo_and_wordmark.svg,Sony
Warhammer: Chaosbane,https://media.rawg.io/media/games/382/3825ef8a6143ac0622758d6e0f5ae46e.jpg,70,6,Mature,Xbox Series S/X,RPG,Good,Spring,https://upload.wikimedia.org/wikipedia/commons/f/f3/Xbox_Series_X_S_black.svg,Microsoft
The Legend of Heroes: Trails in the Sky,https://media.rawg.io/media/games/172/172198bbcf9680d00fb621b50cbe630c.jpg,85,5,Teen,PC,RPG,Excellent,Fall,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
The Legend of Heroes: Trails in the Sky,https://media.rawg.io/media/games/172/172198bbcf9680d00fb621b50cbe630c.jpg,85,5,Teen,PSP,RPG,Excellent,Fall,NA,NA
CrossCode,https://media.rawg.io/media/screenshots/cd6/cd6825467cb0f6a478a016b242d5d247.jpg,82,5,Teen,PC,RPG,Great,Spring,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
CrossCode,https://media.rawg.io/media/screenshots/cd6/cd6825467cb0f6a478a016b242d5d247.jpg,82,5,Teen,Xbox One,RPG,Great,Spring,https://upload.wikimedia.org/wikipedia/commons/4/43/Xbox_One_logo_wordmark.svg,Microsoft
CrossCode,https://media.rawg.io/media/screenshots/cd6/cd6825467cb0f6a478a016b242d5d247.jpg,82,5,Teen,PlayStation 4,RPG,Great,Spring,https://upload.wikimedia.org/wikipedia/commons/8/87/PlayStation_4_logo_and_wordmark.svg,Sony
CrossCode,https://media.rawg.io/media/screenshots/cd6/cd6825467cb0f6a478a016b242d5d247.jpg,82,5,Teen,Nintendo Switch,RPG,Great,Spring,https://upload.wikimedia.org/wikipedia/commons/8/8a/NintendoSwitchLogo.svg,Nintendo
CrossCode,https://media.rawg.io/media/screenshots/cd6/cd6825467cb0f6a478a016b242d5d247.jpg,82,5,Teen,macOS,RPG,Great,Spring,https://upload.wikimedia.org/wikipedia/commons/3/30/MacOS_logo.svg,Computer
CrossCode,https://media.rawg.io/media/screenshots/cd6/cd6825467cb0f6a478a016b242d5d247.jpg,82,5,Teen,Linux,RPG,Great,Spring,https://upload.wikimedia.org/wikipedia/commons/d/dd/Linux_logo.jpg,Computer
Distrust,https://media.rawg.io/media/screenshots/266/26650dfc6f675592f7062ecd8f1dde88.jpg,75,4,Teen,PC,RPG,Good,Summer,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
Distrust,https://media.rawg.io/media/screenshots/266/26650dfc6f675592f7062ecd8f1dde88.jpg,75,4,Teen,Xbox One,RPG,Good,Summer,https://upload.wikimedia.org/wikipedia/commons/4/43/Xbox_One_logo_wordmark.svg,Microsoft
Distrust,https://media.rawg.io/media/screenshots/266/26650dfc6f675592f7062ecd8f1dde88.jpg,75,4,Teen,PlayStation 4,RPG,Good,Summer,https://upload.wikimedia.org/wikipedia/commons/8/87/PlayStation_4_logo_and_wordmark.svg,Sony
Distrust,https://media.rawg.io/media/screenshots/266/26650dfc6f675592f7062ecd8f1dde88.jpg,75,4,Teen,Nintendo Switch,RPG,Good,Summer,https://upload.wikimedia.org/wikipedia/commons/8/8a/NintendoSwitchLogo.svg,Nintendo
Distrust,https://media.rawg.io/media/screenshots/266/26650dfc6f675592f7062ecd8f1dde88.jpg,75,4,Teen,iOS,RPG,Good,Summer,https://upload.wikimedia.org/wikipedia/commons/6/63/IOS_wordmark_%282017%29.svg,Mobile
Distrust,https://media.rawg.io/media/screenshots/266/26650dfc6f675592f7062ecd8f1dde88.jpg,75,4,Teen,macOS,RPG,Good,Summer,https://upload.wikimedia.org/wikipedia/commons/3/30/MacOS_logo.svg,Computer
Pokémon Sword and Shield,https://media.rawg.io/media/games/82f/82f7b1424c5ee7eebee83faf694889c5.jpg,80,0,Everyone,Nintendo Switch,RPG,Great,Early Year,https://upload.wikimedia.org/wikipedia/commons/8/8a/NintendoSwitchLogo.svg,Nintendo
Diablo II: Resurrected,https://media.rawg.io/media/games/3f2/3f207dcc7931598567a90bc779a95cf8.jpg,80,0,Mature,PC,RPG,Great,Fall,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
Diablo II: Resurrected,https://media.rawg.io/media/games/3f2/3f207dcc7931598567a90bc779a95cf8.jpg,80,0,Mature,PlayStation 5,RPG,Great,Fall,https://upload.wikimedia.org/wikipedia/commons/c/cb/PlayStation_5_logo_and_wordmark.svg,Sony
Diablo II: Resurrected,https://media.rawg.io/media/games/3f2/3f207dcc7931598567a90bc779a95cf8.jpg,80,0,Mature,Xbox One,RPG,Great,Fall,https://upload.wikimedia.org/wikipedia/commons/4/43/Xbox_One_logo_wordmark.svg,Microsoft
Diablo II: Resurrected,https://media.rawg.io/media/games/3f2/3f207dcc7931598567a90bc779a95cf8.jpg,80,0,Mature,PlayStation 4,RPG,Great,Fall,https://upload.wikimedia.org/wikipedia/commons/8/87/PlayStation_4_logo_and_wordmark.svg,Sony
Diablo II: Resurrected,https://media.rawg.io/media/games/3f2/3f207dcc7931598567a90bc779a95cf8.jpg,80,0,Mature,Xbox Series S/X,RPG,Great,Fall,https://upload.wikimedia.org/wikipedia/commons/f/f3/Xbox_Series_X_S_black.svg,Microsoft
Diablo II: Resurrected,https://media.rawg.io/media/games/3f2/3f207dcc7931598567a90bc779a95cf8.jpg,80,0,Mature,Nintendo Switch,RPG,Great,Fall,https://upload.wikimedia.org/wikipedia/commons/8/8a/NintendoSwitchLogo.svg,Nintendo
Gigantic,https://media.rawg.io/media/screenshots/174/1749429e194be9f3fc0ecc1f98912c44.jpg,75,1,Teen,PC,RPG,Good,Summer,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
Gigantic,https://media.rawg.io/media/screenshots/174/1749429e194be9f3fc0ecc1f98912c44.jpg,75,1,Teen,Xbox One,RPG,Good,Summer,https://upload.wikimedia.org/wikipedia/commons/4/43/Xbox_One_logo_wordmark.svg,Microsoft
Marvel Ultimate Alliance,https://media.rawg.io/media/games/3c8/3c872330c4e9966a5a06c1371525e760.jpg,81,2,Teen,PC,RPG,Great,Fall,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
Marvel Ultimate Alliance,https://media.rawg.io/media/games/3c8/3c872330c4e9966a5a06c1371525e760.jpg,81,2,Teen,PlayStation 4,RPG,Great,Fall,https://upload.wikimedia.org/wikipedia/commons/8/87/PlayStation_4_logo_and_wordmark.svg,Sony
Marvel Ultimate Alliance,https://media.rawg.io/media/games/3c8/3c872330c4e9966a5a06c1371525e760.jpg,81,2,Teen,Xbox One,RPG,Great,Fall,https://upload.wikimedia.org/wikipedia/commons/4/43/Xbox_One_logo_wordmark.svg,Microsoft
Marvel Ultimate Alliance,https://media.rawg.io/media/games/3c8/3c872330c4e9966a5a06c1371525e760.jpg,81,2,Teen,Xbox 360,RPG,Great,Fall,https://upload.wikimedia.org/wikipedia/en/0/0c/Xbox_360_full_logo.svg,Microsoft
Marvel Ultimate Alliance,https://media.rawg.io/media/games/3c8/3c872330c4e9966a5a06c1371525e760.jpg,81,2,Teen,Xbox,RPG,Great,Fall,https://upload.wikimedia.org/wikipedia/commons/8/8c/XBOX_logo_2012.svg,Microsoft
Marvel Ultimate Alliance,https://media.rawg.io/media/games/3c8/3c872330c4e9966a5a06c1371525e760.jpg,81,2,Teen,PlayStation 3,RPG,Great,Fall,https://upload.wikimedia.org/wikipedia/commons/0/05/PlayStation_3_logo_%282009%29.svg,Sony
Marvel Ultimate Alliance,https://media.rawg.io/media/games/3c8/3c872330c4e9966a5a06c1371525e760.jpg,81,2,Teen,PlayStation 2,RPG,Great,Fall,https://upload.wikimedia.org/wikipedia/commons/7/76/PlayStation_2_logo.svg,Sony
Marvel Ultimate Alliance,https://media.rawg.io/media/games/3c8/3c872330c4e9966a5a06c1371525e760.jpg,81,2,Teen,PSP,RPG,Great,Fall,NA,NA
Marvel Ultimate Alliance,https://media.rawg.io/media/games/3c8/3c872330c4e9966a5a06c1371525e760.jpg,81,2,Teen,Wii,RPG,Great,Fall,https://upload.wikimedia.org/wikipedia/commons/b/bc/Wii.svg,Nintendo
Marvel Ultimate Alliance,https://media.rawg.io/media/games/3c8/3c872330c4e9966a5a06c1371525e760.jpg,81,2,Teen,Game Boy Advance,RPG,Great,Fall,https://upload.wikimedia.org/wikipedia/commons/8/8a/Gameboy_advance_logo.svg,Nintendo
How to Survive 2,https://media.rawg.io/media/screenshots/203/203c7ef2bd4780cb6fabee0cf940216f.jpg,69,5,Mature,PC,RPG,Mixed,Fall,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
How to Survive 2,https://media.rawg.io/media/screenshots/203/203c7ef2bd4780cb6fabee0cf940216f.jpg,69,5,Mature,Xbox One,RPG,Mixed,Fall,https://upload.wikimedia.org/wikipedia/commons/4/43/Xbox_One_logo_wordmark.svg,Microsoft
How to Survive 2,https://media.rawg.io/media/screenshots/203/203c7ef2bd4780cb6fabee0cf940216f.jpg,69,5,Mature,PlayStation 4,RPG,Mixed,Fall,https://upload.wikimedia.org/wikipedia/commons/8/87/PlayStation_4_logo_and_wordmark.svg,Sony
Paradise Killer,https://media.rawg.io/media/screenshots/9ed/9ed9f5e3c1ac7f70c778f0880a906c46.jpg,84,4,Mature,PC,RPG,Great,Fall,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
Paradise Killer,https://media.rawg.io/media/screenshots/9ed/9ed9f5e3c1ac7f70c778f0880a906c46.jpg,84,4,Mature,PlayStation 5,RPG,Great,Fall,https://upload.wikimedia.org/wikipedia/commons/c/cb/PlayStation_5_logo_and_wordmark.svg,Sony
Paradise Killer,https://media.rawg.io/media/screenshots/9ed/9ed9f5e3c1ac7f70c778f0880a906c46.jpg,84,4,Mature,Xbox One,RPG,Great,Fall,https://upload.wikimedia.org/wikipedia/commons/4/43/Xbox_One_logo_wordmark.svg,Microsoft
Paradise Killer,https://media.rawg.io/media/screenshots/9ed/9ed9f5e3c1ac7f70c778f0880a906c46.jpg,84,4,Mature,PlayStation 4,RPG,Great,Fall,https://upload.wikimedia.org/wikipedia/commons/8/87/PlayStation_4_logo_and_wordmark.svg,Sony
Paradise Killer,https://media.rawg.io/media/screenshots/9ed/9ed9f5e3c1ac7f70c778f0880a906c46.jpg,84,4,Mature,Xbox Series S/X,RPG,Great,Fall,https://upload.wikimedia.org/wikipedia/commons/f/f3/Xbox_Series_X_S_black.svg,Microsoft
Paradise Killer,https://media.rawg.io/media/screenshots/9ed/9ed9f5e3c1ac7f70c778f0880a906c46.jpg,84,4,Mature,Nintendo Switch,RPG,Great,Fall,https://upload.wikimedia.org/wikipedia/commons/8/8a/NintendoSwitchLogo.svg,Nintendo
Battle Chef Brigade,https://media.rawg.io/media/games/acc/acc8043de84c89b3eb21f7659b05cf3d.jpg,81,4,Everyone 10+,PC,RPG,Great,Early Year,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
Battle Chef Brigade,https://media.rawg.io/media/games/acc/acc8043de84c89b3eb21f7659b05cf3d.jpg,81,4,Everyone 10+,PlayStation 4,RPG,Great,Early Year,https://upload.wikimedia.org/wikipedia/commons/8/87/PlayStation_4_logo_and_wordmark.svg,Sony
Battle Chef Brigade,https://media.rawg.io/media/games/acc/acc8043de84c89b3eb21f7659b05cf3d.jpg,81,4,Everyone 10+,Nintendo Switch,RPG,Great,Early Year,https://upload.wikimedia.org/wikipedia/commons/8/8a/NintendoSwitchLogo.svg,Nintendo
KINGDOM HEARTS HD 1.5 +2.5 ReMIX,https://media.rawg.io/media/games/c97/c970331a996c14ff50077bd00f9fd3b1.jpg,86,0,Everyone 10+,PC,RPG,Excellent,Spring,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
KINGDOM HEARTS HD 1.5 +2.5 ReMIX,https://media.rawg.io/media/games/c97/c970331a996c14ff50077bd00f9fd3b1.jpg,86,0,Everyone 10+,Xbox One,RPG,Excellent,Spring,https://upload.wikimedia.org/wikipedia/commons/4/43/Xbox_One_logo_wordmark.svg,Microsoft
KINGDOM HEARTS HD 1.5 +2.5 ReMIX,https://media.rawg.io/media/games/c97/c970331a996c14ff50077bd00f9fd3b1.jpg,86,0,Everyone 10+,PlayStation 4,RPG,Excellent,Spring,https://upload.wikimedia.org/wikipedia/commons/8/87/PlayStation_4_logo_and_wordmark.svg,Sony
Bound by Flame,https://media.rawg.io/media/games/b80/b8035df01ad6626401f49a38ac69625a.jpg,56,6,Mature,PC,RPG,Poor,Spring,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
Bound by Flame,https://media.rawg.io/media/games/b80/b8035df01ad6626401f49a38ac69625a.jpg,56,6,Mature,Xbox One,RPG,Poor,Spring,https://upload.wikimedia.org/wikipedia/commons/4/43/Xbox_One_logo_wordmark.svg,Microsoft
Bound by Flame,https://media.rawg.io/media/games/b80/b8035df01ad6626401f49a38ac69625a.jpg,56,6,Mature,PlayStation 4,RPG,Poor,Spring,https://upload.wikimedia.org/wikipedia/commons/8/87/PlayStation_4_logo_and_wordmark.svg,Sony
Bound by Flame,https://media.rawg.io/media/games/b80/b8035df01ad6626401f49a38ac69625a.jpg,56,6,Mature,Linux,RPG,Poor,Spring,https://upload.wikimedia.org/wikipedia/commons/d/dd/Linux_logo.jpg,Computer
Bound by Flame,https://media.rawg.io/media/games/b80/b8035df01ad6626401f49a38ac69625a.jpg,56,6,Mature,Xbox 360,RPG,Poor,Spring,https://upload.wikimedia.org/wikipedia/en/0/0c/Xbox_360_full_logo.svg,Microsoft
Bound by Flame,https://media.rawg.io/media/games/b80/b8035df01ad6626401f49a38ac69625a.jpg,56,6,Mature,PlayStation 3,RPG,Poor,Spring,https://upload.wikimedia.org/wikipedia/commons/0/05/PlayStation_3_logo_%282009%29.svg,Sony
Jade Empire: Special Edition,https://media.rawg.io/media/games/1f0/1f0f1e699f80b56a44078317d5b08923.jpg,81,1,Mature,PC,RPG,Great,Holiday,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
Jade Empire: Special Edition,https://media.rawg.io/media/games/1f0/1f0f1e699f80b56a44078317d5b08923.jpg,81,1,Mature,iOS,RPG,Great,Holiday,https://upload.wikimedia.org/wikipedia/commons/6/63/IOS_wordmark_%282017%29.svg,Mobile
Jade Empire: Special Edition,https://media.rawg.io/media/games/1f0/1f0f1e699f80b56a44078317d5b08923.jpg,81,1,Mature,Android,RPG,Great,Holiday,https://upload.wikimedia.org/wikipedia/commons/6/64/Android_logo_2019_%28stacked%29.svg,Mobile
Jade Empire: Special Edition,https://media.rawg.io/media/games/1f0/1f0f1e699f80b56a44078317d5b08923.jpg,81,1,Mature,macOS,RPG,Great,Holiday,https://upload.wikimedia.org/wikipedia/commons/3/30/MacOS_logo.svg,Computer
Burly Men at Sea,https://media.rawg.io/media/screenshots/bf3/bf37a864502fb7cf395748420a48c650.jpg,82,1,Everyone 10+,PC,RPG,Great,Fall,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
Burly Men at Sea,https://media.rawg.io/media/screenshots/bf3/bf37a864502fb7cf395748420a48c650.jpg,82,1,Everyone 10+,PlayStation 4,RPG,Great,Fall,https://upload.wikimedia.org/wikipedia/commons/8/87/PlayStation_4_logo_and_wordmark.svg,Sony
Burly Men at Sea,https://media.rawg.io/media/screenshots/bf3/bf37a864502fb7cf395748420a48c650.jpg,82,1,Everyone 10+,Nintendo Switch,RPG,Great,Fall,https://upload.wikimedia.org/wikipedia/commons/8/8a/NintendoSwitchLogo.svg,Nintendo
Burly Men at Sea,https://media.rawg.io/media/screenshots/bf3/bf37a864502fb7cf395748420a48c650.jpg,82,1,Everyone 10+,iOS,RPG,Great,Fall,https://upload.wikimedia.org/wikipedia/commons/6/63/IOS_wordmark_%282017%29.svg,Mobile
Burly Men at Sea,https://media.rawg.io/media/screenshots/bf3/bf37a864502fb7cf395748420a48c650.jpg,82,1,Everyone 10+,macOS,RPG,Great,Fall,https://upload.wikimedia.org/wikipedia/commons/3/30/MacOS_logo.svg,Computer
Burly Men at Sea,https://media.rawg.io/media/screenshots/bf3/bf37a864502fb7cf395748420a48c650.jpg,82,1,Everyone 10+,PS Vita,RPG,Great,Fall,https://upload.wikimedia.org/wikipedia/commons/3/3d/PlayStation_Vita_logo.svg,Sony
Dreamfall: The Longest Journey,https://media.rawg.io/media/screenshots/cbc/cbc0786c7618d6db01a2d659b190c0c3.jpg,75,4,Mature,PC,RPG,Good,Spring,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
Dreamfall: The Longest Journey,https://media.rawg.io/media/screenshots/cbc/cbc0786c7618d6db01a2d659b190c0c3.jpg,75,4,Mature,Xbox 360,RPG,Good,Spring,https://upload.wikimedia.org/wikipedia/en/0/0c/Xbox_360_full_logo.svg,Microsoft
