name,background_image,metacritic,playtime,esrb_rating_name,platform_name,genre,metacritic_category,season,platform_logo,cons_comp
Grand Theft Auto V,https://media.rawg.io/media/games/456/456dea5e1c7e3cd07060c14e96612001.jpg,92,73,Mature,PC,Action,Masterpiece,Fall,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
Grand Theft Auto V,https://media.rawg.io/media/games/456/456dea5e1c7e3cd07060c14e96612001.jpg,92,73,Mature,PlayStation 5,Action,Masterpiece,Fall,https://upload.wikimedia.org/wikipedia/commons/c/cb/PlayStation_5_logo_and_wordmark.svg,Sony
Grand Theft Auto V,https://media.rawg.io/media/games/456/456dea5e1c7e3cd07060c14e96612001.jpg,92,73,Mature,Xbox One,Action,Masterpiece,Fall,https://upload.wikimedia.org/wikipedia/commons/4/43/Xbox_One_logo_wordmark.svg,Microsoft
Grand Theft Auto V,https://media.rawg.io/media/games/456/456dea5e1c7e3cd07060c14e96612001.jpg,92,73,Mature,PlayStation 4,Action,Masterpiece,Fall,https://upload.wikimedia.org/wikipedia/commons/8/87/PlayStation_4_logo_and_wordmark.svg,Sony
Grand Theft Auto V,https://media.rawg.io/media/games/456/456dea5e1c7e3cd07060c14e96612001.jpg,92,73,Mature,Xbox Series S/X,Action,Masterpiece,Fall,https://upload.wikimedia.org/wikipedia/commons/f/f3/Xbox_Series_X_S_black.svg,Microsoft
Grand Theft Auto V,https://media.rawg.io/media/games/456/456dea5e1c7e3cd07060c14e96612001.jpg,92,73,Mature,Xbox 360,Action,Masterpiece,Fall,https://upload.wikimedia.org/wikipedia/en/0/0c/Xbox_360_full_logo.svg,Microsoft
Grand Theft Auto V,https://media.rawg.io/media/games/456/456dea5e1c7e3cd07060c14e96612001.jpg,92,73,Mature,PlayStation 3,Action,Masterpiece,Fall,https://upload.wikimedia.org/wikipedia/commons/0/05/PlayStation_3_logo_%282009%29.svg,Sony
The Witcher 3: Wild Hunt,https://media.rawg.io/media/games/618/618c2031a07bbff6b4f611f10b6bcdbc.jpg,92,46,Mature,PC,Action,Masterpiece,Spring,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
The Witcher 3: Wild Hunt,https://media.rawg.io/media/games/618/618c2031a07bbff6b4f611f10b6bcdbc.jpg,92,46,Mature,PlayStation 5,Action,Masterpiece,Spring,https://upload.wikimedia.org/wikipedia/commons/c/cb/PlayStation_5_logo_and_wordmark.svg,Sony
The Witcher 3: Wild Hunt,https://media.rawg.io/media/games/618/618c2031a07bbff6b4f611f10b6bcdbc.jpg,92,46,Mature,Xbox One,Action,Masterpiece,Spring,https://upload.wikimedia.org/wikipedia/commons/4/43/Xbox_One_logo_wordmark.svg,Microsoft
The Witcher 3: Wild Hunt,https://media.rawg.io/media/games/618/618c2031a07bbff6b4f611f10b6bcdbc.jpg,92,46,Mature,PlayStation 4,Action,Masterpiece,Spring,https://upload.wikimedia.org/wikipedia/commons/8/87/PlayStation_4_logo_and_wordmark.svg,Sony
The Witcher 3: Wild Hunt,https://media.rawg.io/media/games/618/618c2031a07bbff6b4f611f10b6bcdbc.jpg,92,46,Mature,Xbox Series S/X,Action,Masterpiece,Spring,https://upload.wikimedia.org/wikipedia/commons/f/f3/Xbox_Series_X_S_black.svg,Microsoft
The Witcher 3: Wild Hunt,https://media.rawg.io/media/games/618/618c2031a07bbff6b4f611f10b6bcdbc.jpg,92,46,Mature,Nintendo Switch,Action,Masterpiece,Spring,https://upload.wikimedia.org/wikipedia/commons/8/8a/NintendoSwitchLogo.svg,Nintendo
Tomb Raider (2013),https://media.rawg.io/media/games/021/021c4e21a1824d2526f925eff6324653.jpg,86,10,Mature,PC,Action,Excellent,Spring,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
Tomb Raider (2013),https://media.rawg.io/media/games/021/021c4e21a1824d2526f925eff6324653.jpg,86,10,Mature,Xbox One,Action,Excellent,Spring,https://upload.wikimedia.org/wikipedia/commons/4/43/Xbox_One_logo_wordmark.svg,Microsoft
Tomb Raider (2013),https://media.rawg.io/media/games/021/021c4e21a1824d2526f925eff6324653.jpg,86,10,Mature,PlayStation 4,Action,Excellent,Spring,https://upload.wikimedia.org/wikipedia/commons/8/87/PlayStation_4_logo_and_wordmark.svg,Sony
Tomb Raider (2013),https://media.rawg.io/media/games/021/021c4e21a1824d2526f925eff6324653.jpg,86,10,Mature,macOS,Action,Excellent,Spring,https://upload.wikimedia.org/wikipedia/commons/3/30/MacOS_logo.svg,Computer
Tomb Raider (2013),https://media.rawg.io/media/games/021/021c4e21a1824d2526f925eff6324653.jpg,86,10,Mature,Xbox 360,Action,Excellent,Spring,https://upload.wikimedia.org/wikipedia/en/0/0c/Xbox_360_full_logo.svg,Microsoft
Tomb Raider (2013),https://media.rawg.io/media/games/021/021c4e21a1824d2526f925eff6324653.jpg,86,10,Mature,PlayStation 3,Action,Excellent,Spring,https://upload.wikimedia.org/wikipedia/commons/0/05/PlayStation_3_logo_%282009%29.svg,Sony
Counter-Strike: Global Offensive,https://media.rawg.io/media/games/736/73619bd336c894d6941d926bfd563946.jpg,81,65,Mature,PC,Action,Great,Summer,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
Counter-Strike: Global Offensive,https://media.rawg.io/media/games/736/73619bd336c894d6941d926bfd563946.jpg,81,65,Mature,Xbox 360,Action,Great,Summer,https://upload.wikimedia.org/wikipedia/en/0/0c/Xbox_360_full_logo.svg,Microsoft
Counter-Strike: Global Offensive,https://media.rawg.io/media/games/736/73619bd336c894d6941d926bfd563946.jpg,81,65,Mature,PlayStation 3,Action,Great,Summer,https://upload.wikimedia.org/wikipedia/commons/0/05/PlayStation_3_logo_%282009%29.svg,Sony
Left 4 Dead 2,https://media.rawg.io/media/games/d58/d588947d4286e7b5e0e12e1bea7d9844.jpg,89,9,Mature,PC,Action,Excellent,Early Year,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
Left 4 Dead 2,https://media.rawg.io/media/games/d58/d588947d4286e7b5e0e12e1bea7d9844.jpg,89,9,Mature,macOS,Action,Excellent,Early Year,https://upload.wikimedia.org/wikipedia/commons/3/30/MacOS_logo.svg,Computer
Left 4 Dead 2,https://media.rawg.io/media/games/d58/d588947d4286e7b5e0e12e1bea7d9844.jpg,89,9,Mature,Linux,Action,Excellent,Early Year,https://upload.wikimedia.org/wikipedia/commons/d/dd/Linux_logo.jpg,Computer
Left 4 Dead 2,https://media.rawg.io/media/games/d58/d588947d4286e7b5e0e12e1bea7d9844.jpg,89,9,Mature,Xbox 360,Action,Excellent,Early Year,https://upload.wikimedia.org/wikipedia/en/0/0c/Xbox_360_full_logo.svg,Microsoft
The Elder Scrolls V: Skyrim,https://media.rawg.io/media/games/7cf/7cfc9220b401b7a300e409e539c9afd5.jpg,94,46,Mature,PC,Action,Masterpiece,Early Year,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
The Elder Scrolls V: Skyrim,https://media.rawg.io/media/games/7cf/7cfc9220b401b7a300e409e539c9afd5.jpg,94,46,Mature,Nintendo Switch,Action,Masterpiece,Early Year,https://upload.wikimedia.org/wikipedia/commons/8/8a/NintendoSwitchLogo.svg,Nintendo
The Elder Scrolls V: Skyrim,https://media.rawg.io/media/games/7cf/7cfc9220b401b7a300e409e539c9afd5.jpg,94,46,Mature,Xbox 360,Action,Masterpiece,Early Year,https://upload.wikimedia.org/wikipedia/en/0/0c/Xbox_360_full_logo.svg,Microsoft
The Elder Scrolls V: Skyrim,https://media.rawg.io/media/games/7cf/7cfc9220b401b7a300e409e539c9afd5.jpg,94,46,Mature,PlayStation 3,Action,Masterpiece,Early Year,https://upload.wikimedia.org/wikipedia/commons/0/05/PlayStation_3_logo_%282009%29.svg,Sony
BioShock Infinite,https://media.rawg.io/media/games/fc1/fc1307a2774506b5bd65d7e8424664a7.jpg,94,12,Mature,PC,Action,Masterpiece,Spring,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
BioShock Infinite,https://media.rawg.io/media/games/fc1/fc1307a2774506b5bd65d7e8424664a7.jpg,94,12,Mature,Xbox One,Action,Masterpiece,Spring,https://upload.wikimedia.org/wikipedia/commons/4/43/Xbox_One_logo_wordmark.svg,Microsoft
BioShock Infinite,https://media.rawg.io/media/games/fc1/fc1307a2774506b5bd65d7e8424664a7.jpg,94,12,Mature,PlayStation 4,Action,Masterpiece,Spring,https://upload.wikimedia.org/wikipedia/commons/8/87/PlayStation_4_logo_and_wordmark.svg,Sony
BioShock Infinite,https://media.rawg.io/media/games/fc1/fc1307a2774506b5bd65d7e8424664a7.jpg,94,12,Mature,Nintendo Switch,Action,Masterpiece,Spring,https://upload.wikimedia.org/wikipedia/commons/8/8a/NintendoSwitchLogo.svg,Nintendo
BioShock Infinite,https://media.rawg.io/media/games/fc1/fc1307a2774506b5bd65d7e8424664a7.jpg,94,12,Mature,Linux,Action,Masterpiece,Spring,https://upload.wikimedia.org/wikipedia/commons/d/dd/Linux_logo.jpg,Computer
BioShock Infinite,https://media.rawg.io/media/games/fc1/fc1307a2774506b5bd65d7e8424664a7.jpg,94,12,Mature,Xbox 360,Action,Masterpiece,Spring,https://upload.wikimedia.org/wikipedia/en/0/0c/Xbox_360_full_logo.svg,Microsoft
BioShock Infinite,https://media.rawg.io/media/games/fc1/fc1307a2774506b5bd65d7e8424664a7.jpg,94,12,Mature,PlayStation 3,Action,Masterpiece,Spring,https://upload.wikimedia.org/wikipedia/commons/0/05/PlayStation_3_logo_%282009%29.svg,Sony
Red Dead Redemption 2,https://media.rawg.io/media/games/511/5118aff5091cb3efec399c808f8c598f.jpg,96,19,Mature,PC,Action,Masterpiece,Fall,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
Red Dead Redemption 2,https://media.rawg.io/media/games/511/5118aff5091cb3efec399c808f8c598f.jpg,96,19,Mature,Xbox One,Action,Masterpiece,Fall,https://upload.wikimedia.org/wikipedia/commons/4/43/Xbox_One_logo_wordmark.svg,Microsoft
Red Dead Redemption 2,https://media.rawg.io/media/games/511/5118aff5091cb3efec399c808f8c598f.jpg,96,19,Mature,PlayStation 4,Action,Masterpiece,Fall,https://upload.wikimedia.org/wikipedia/commons/8/87/PlayStation_4_logo_and_wordmark.svg,Sony
Borderlands 2,https://media.rawg.io/media/games/49c/49c3dfa4ce2f6f140cc4825868e858cb.jpg,89,10,Mature,PC,Action,Excellent,Fall,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
Borderlands 2,https://media.rawg.io/media/games/49c/49c3dfa4ce2f6f140cc4825868e858cb.jpg,89,10,Mature,Android,Action,Excellent,Fall,https://upload.wikimedia.org/wikipedia/commons/6/64/Android_logo_2019_%28stacked%29.svg,Mobile
Borderlands 2,https://media.rawg.io/media/games/49c/49c3dfa4ce2f6f140cc4825868e858cb.jpg,89,10,Mature,macOS,Action,Excellent,Fall,https://upload.wikimedia.org/wikipedia/commons/3/30/MacOS_logo.svg,Computer
Borderlands 2,https://media.rawg.io/media/games/49c/49c3dfa4ce2f6f140cc4825868e858cb.jpg,89,10,Mature,Linux,Action,Excellent,Fall,https://upload.wikimedia.org/wikipedia/commons/d/dd/Linux_logo.jpg,Computer
Borderlands 2,https://media.rawg.io/media/games/49c/49c3dfa4ce2f6f140cc4825868e858cb.jpg,89,10,Mature,Xbox 360,Action,Excellent,Fall,https://upload.wikimedia.org/wikipedia/en/0/0c/Xbox_360_full_logo.svg,Microsoft
Borderlands 2,https://media.rawg.io/media/games/49c/49c3dfa4ce2f6f140cc4825868e858cb.jpg,89,10,Mature,PlayStation 3,Action,Excellent,Fall,https://upload.wikimedia.org/wikipedia/commons/0/05/PlayStation_3_logo_%282009%29.svg,Sony
Borderlands 2,https://media.rawg.io/media/games/49c/49c3dfa4ce2f6f140cc4825868e858cb.jpg,89,10,Mature,PS Vita,Action,Excellent,Fall,https://upload.wikimedia.org/wikipedia/commons/3/3d/PlayStation_Vita_logo.svg,Sony
Half-Life 2,https://media.rawg.io/media/games/b8c/b8c243eaa0fbac8115e0cdccac3f91dc.jpg,96,7,Mature,PC,Action,Masterpiece,Early Year,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
Half-Life 2,https://media.rawg.io/media/games/b8c/b8c243eaa0fbac8115e0cdccac3f91dc.jpg,96,7,Mature,Android,Action,Masterpiece,Early Year,https://upload.wikimedia.org/wikipedia/commons/6/64/Android_logo_2019_%28stacked%29.svg,Mobile
Half-Life 2,https://media.rawg.io/media/games/b8c/b8c243eaa0fbac8115e0cdccac3f91dc.jpg,96,7,Mature,macOS,Action,Masterpiece,Early Year,https://upload.wikimedia.org/wikipedia/commons/3/30/MacOS_logo.svg,Computer
Half-Life 2,https://media.rawg.io/media/games/b8c/b8c243eaa0fbac8115e0cdccac3f91dc.jpg,96,7,Mature,Linux,Action,Masterpiece,Early Year,https://upload.wikimedia.org/wikipedia/commons/d/dd/Linux_logo.jpg,Computer
Half-Life 2,https://media.rawg.io/media/games/b8c/b8c243eaa0fbac8115e0cdccac3f91dc.jpg,96,7,Mature,Xbox 360,Action,Masterpiece,Early Year,https://upload.wikimedia.org/wikipedia/en/0/0c/Xbox_360_full_logo.svg,Microsoft
Half-Life 2,https://media.rawg.io/media/games/b8c/b8c243eaa0fbac8115e0cdccac3f91dc.jpg,96,7,Mature,Xbox,Action,Masterpiece,Early Year,https://upload.wikimedia.org/wikipedia/commons/8/8c/XBOX_logo_2012.svg,Microsoft
BioShock,https://media.rawg.io/media/games/bc0/bc06a29ceac58652b684deefe7d56099.jpg,96,3,Mature,PC,Action,Masterpiece,Summer,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
BioShock,https://media.rawg.io/media/games/bc0/bc06a29ceac58652b684deefe7d56099.jpg,96,3,Mature,macOS,Action,Masterpiece,Summer,https://upload.wikimedia.org/wikipedia/commons/3/30/MacOS_logo.svg,Computer
BioShock,https://media.rawg.io/media/games/bc0/bc06a29ceac58652b684deefe7d56099.jpg,96,3,Mature,Xbox 360,Action,Masterpiece,Summer,https://upload.wikimedia.org/wikipedia/en/0/0c/Xbox_360_full_logo.svg,Microsoft
BioShock,https://media.rawg.io/media/games/bc0/bc06a29ceac58652b684deefe7d56099.jpg,96,3,Mature,PlayStation 3,Action,Masterpiece,Summer,https://upload.wikimedia.org/wikipedia/commons/0/05/PlayStation_3_logo_%282009%29.svg,Sony
God of War (2018),https://media.rawg.io/media/games/4be/4be6a6ad0364751a96229c56bf69be59.jpg,94,11,Mature,PC,Action,Masterpiece,Spring,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
God of War (2018),https://media.rawg.io/media/games/4be/4be6a6ad0364751a96229c56bf69be59.jpg,94,11,Mature,PlayStation 4,Action,Masterpiece,Spring,https://upload.wikimedia.org/wikipedia/commons/8/87/PlayStation_4_logo_and_wordmark.svg,Sony
Destiny 2,https://media.rawg.io/media/games/34b/34b1f1850a1c06fd971bc6ab3ac0ce0e.jpg,82,5,Teen,PC,Action,Great,Fall,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
Destiny 2,https://media.rawg.io/media/games/34b/34b1f1850a1c06fd971bc6ab3ac0ce0e.jpg,82,5,Teen,PlayStation 5,Action,Great,Fall,https://upload.wikimedia.org/wikipedia/commons/c/cb/PlayStation_5_logo_and_wordmark.svg,Sony
Destiny 2,https://media.rawg.io/media/games/34b/34b1f1850a1c06fd971bc6ab3ac0ce0e.jpg,82,5,Teen,Xbox One,Action,Great,Fall,https://upload.wikimedia.org/wikipedia/commons/4/43/Xbox_One_logo_wordmark.svg,Microsoft
Destiny 2,https://media.rawg.io/media/games/34b/34b1f1850a1c06fd971bc6ab3ac0ce0e.jpg,82,5,Teen,PlayStation 4,Action,Great,Fall,https://upload.wikimedia.org/wikipedia/commons/8/87/PlayStation_4_logo_and_wordmark.svg,Sony
Destiny 2,https://media.rawg.io/media/games/34b/34b1f1850a1c06fd971bc6ab3ac0ce0e.jpg,82,5,Teen,Xbox Series S/X,Action,Great,Fall,https://upload.wikimedia.org/wikipedia/commons/f/f3/Xbox_Series_X_S_black.svg,Microsoft
Destiny 2,https://media.rawg.io/media/games/34b/34b1f1850a1c06fd971bc6ab3ac0ce0e.jpg,82,5,Teen,Web,Action,Great,Fall,https://upload.wikimedia.org/wikipedia/commons/c/c4/Globe_icon.svg,Computer
Fallout 4,https://media.rawg.io/media/games/d82/d82990b9c67ba0d2d09d4e6fa88885a7.jpg,84,41,Mature,PC,Action,Great,Early Year,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
Fallout 4,https://media.rawg.io/media/games/d82/d82990b9c67ba0d2d09d4e6fa88885a7.jpg,84,41,Mature,Xbox One,Action,Great,Early Year,https://upload.wikimedia.org/wikipedia/commons/4/43/Xbox_One_logo_wordmark.svg,Microsoft
Fallout 4,https://media.rawg.io/media/games/d82/d82990b9c67ba0d2d09d4e6fa88885a7.jpg,84,41,Mature,PlayStation 4,Action,Great,Early Year,https://upload.wikimedia.org/wikipedia/commons/8/87/PlayStation_4_logo_and_wordmark.svg,Sony
DOOM (2016),https://media.rawg.io/media/games/c4b/c4b0cab189e73432de3a250d8cf1c84e.jpg,85,10,Mature,PC,Action,Excellent,Spring,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
DOOM (2016),https://media.rawg.io/media/games/c4b/c4b0cab189e73432de3a250d8cf1c84e.jpg,85,10,Mature,Xbox One,Action,Excellent,Spring,https://upload.wikimedia.org/wikipedia/commons/4/43/Xbox_One_logo_wordmark.svg,Microsoft
DOOM (2016),https://media.rawg.io/media/games/c4b/c4b0cab189e73432de3a250d8cf1c84e.jpg,85,10,Mature,PlayStation 4,Action,Excellent,Spring,https://upload.wikimedia.org/wikipedia/commons/8/87/PlayStation_4_logo_and_wordmark.svg,Sony
DOOM (2016),https://media.rawg.io/media/games/c4b/c4b0cab189e73432de3a250d8cf1c84e.jpg,85,10,Mature,Nintendo Switch,Action,Excellent,Spring,https://upload.wikimedia.org/wikipedia/commons/8/8a/NintendoSwitchLogo.svg,Nintendo
Team Fortress 2,https://media.rawg.io/media/games/46d/46d98e6910fbc0706e2948a7cc9b10c5.jpg,92,9,Mature,PC,Action,Masterpiece,Fall,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
Team Fortress 2,https://media.rawg.io/media/games/46d/46d98e6910fbc0706e2948a7cc9b10c5.jpg,92,9,Mature,macOS,Action,Masterpiece,Fall,https://upload.wikimedia.org/wikipedia/commons/3/30/MacOS_logo.svg,Computer
Team Fortress 2,https://media.rawg.io/media/games/46d/46d98e6910fbc0706e2948a7cc9b10c5.jpg,92,9,Mature,Linux,Action,Masterpiece,Fall,https://upload.wikimedia.org/wikipedia/commons/d/dd/Linux_logo.jpg,Computer
PAYDAY 2,https://media.rawg.io/media/games/73e/73eecb8909e0c39fb246f457b5d6cbbe.jpg,79,9,Adults Only,PC,Action,Good,Summer,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
PAYDAY 2,https://media.rawg.io/media/games/73e/73eecb8909e0c39fb246f457b5d6cbbe.jpg,79,9,Adults Only,Xbox One,Action,Good,Summer,https://upload.wikimedia.org/wikipedia/commons/4/43/Xbox_One_logo_wordmark.svg,Microsoft
PAYDAY 2,https://media.rawg.io/media/games/73e/73eecb8909e0c39fb246f457b5d6cbbe.jpg,79,9,Adults Only,Linux,Action,Good,Summer,https://upload.wikimedia.org/wikipedia/commons/d/dd/Linux_logo.jpg,Computer
Horizon Zero Dawn,https://media.rawg.io/media/games/b7d/b7d3f1715fa8381a4e780173a197a615.jpg,89,10,Teen,PC,Action,Excellent,Holiday,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
Horizon Zero Dawn,https://media.rawg.io/media/games/b7d/b7d3f1715fa8381a4e780173a197a615.jpg,89,10,Teen,PlayStation 4,Action,Excellent,Holiday,https://upload.wikimedia.org/wikipedia/commons/8/87/PlayStation_4_logo_and_wordmark.svg,Sony
Grand Theft Auto IV,https://media.rawg.io/media/games/4a0/4a0a1316102366260e6f38fd2a9cfdce.jpg,95,10,Mature,PC,Action,Masterpiece,Spring,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
Grand Theft Auto IV,https://media.rawg.io/media/games/4a0/4a0a1316102366260e6f38fd2a9cfdce.jpg,95,10,Mature,Xbox One,Action,Masterpiece,Spring,https://upload.wikimedia.org/wikipedia/commons/4/43/Xbox_One_logo_wordmark.svg,Microsoft
Grand Theft Auto IV,https://media.rawg.io/media/games/4a0/4a0a1316102366260e6f38fd2a9cfdce.jpg,95,10,Mature,Xbox 360,Action,Masterpiece,Spring,https://upload.wikimedia.org/wikipedia/en/0/0c/Xbox_360_full_logo.svg,Microsoft
Grand Theft Auto IV,https://media.rawg.io/media/games/4a0/4a0a1316102366260e6f38fd2a9cfdce.jpg,95,10,Mature,PlayStation 3,Action,Masterpiece,Spring,https://upload.wikimedia.org/wikipedia/commons/0/05/PlayStation_3_logo_%282009%29.svg,Sony
Cyberpunk 2077,https://media.rawg.io/media/games/26d/26d4437715bee60138dab4a7c8c59c92.jpg,73,25,Mature,PC,Action,Good,Holiday,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
Cyberpunk 2077,https://media.rawg.io/media/games/26d/26d4437715bee60138dab4a7c8c59c92.jpg,73,25,Mature,PlayStation 5,Action,Good,Holiday,https://upload.wikimedia.org/wikipedia/commons/c/cb/PlayStation_5_logo_and_wordmark.svg,Sony
Cyberpunk 2077,https://media.rawg.io/media/games/26d/26d4437715bee60138dab4a7c8c59c92.jpg,73,25,Mature,Xbox One,Action,Good,Holiday,https://upload.wikimedia.org/wikipedia/commons/4/43/Xbox_One_logo_wordmark.svg,Microsoft
Cyberpunk 2077,https://media.rawg.io/media/games/26d/26d4437715bee60138dab4a7c8c59c92.jpg,73,25,Mature,PlayStation 4,Action,Good,Holiday,https://upload.wikimedia.org/wikipedia/commons/8/87/PlayStation_4_logo_and_wordmark.svg,Sony
Cyberpunk 2077,https://media.rawg.io/media/games/26d/26d4437715bee60138dab4a7c8c59c92.jpg,73,25,Mature,Xbox Series S/X,Action,Good,Holiday,https://upload.wikimedia.org/wikipedia/commons/f/f3/Xbox_Series_X_S_black.svg,Microsoft
Terraria,https://media.rawg.io/media/games/f46/f466571d536f2e3ea9e815ad17177501.jpg,81,14,Teen,PC,Action,Great,Spring,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
Terraria,https://media.rawg.io/media/games/f46/f466571d536f2e3ea9e815ad17177501.jpg,81,14,Teen,Xbox One,Action,Great,Spring,https://upload.wikimedia.org/wikipedia/commons/4/43/Xbox_One_logo_wordmark.svg,Microsoft
Terraria,https://media.rawg.io/media/games/f46/f466571d536f2e3ea9e815ad17177501.jpg,81,14,Teen,PlayStation 4,Action,Great,Spring,https://upload.wikimedia.org/wikipedia/commons/8/87/PlayStation_4_logo_and_wordmark.svg,Sony
Terraria,https://media.rawg.io/media/games/f46/f466571d536f2e3ea9e815ad17177501.jpg,81,14,Teen,Nintendo Switch,Action,Great,Spring,https://upload.wikimedia.org/wikipedia/commons/8/8a/NintendoSwitchLogo.svg,Nintendo
Terraria,https://media.rawg.io/media/games/f46/f466571d536f2e3ea9e815ad17177501.jpg,81,14,Teen,iOS,Action,Great,Spring,https://upload.wikimedia.org/wikipedia/commons/6/63/IOS_wordmark_%282017%29.svg,Mobile
Terraria,https://media.rawg.io/media/games/f46/f466571d536f2e3ea9e815ad17177501.jpg,81,14,Teen,Android,Action,Great,Spring,https://upload.wikimedia.org/wikipedia/commons/6/64/Android_logo_2019_%28stacked%29.svg,Mobile
Terraria,https://media.rawg.io/media/games/f46/f466571d536f2e3ea9e815ad17177501.jpg,81,14,Teen,Nintendo 3DS,Action,Great,Spring,https://upload.wikimedia.org/wikipedia/commons/1/19/Nintendo_3ds_logo.svg,Nintendo
Terraria,https://media.rawg.io/media/games/f46/f466571d536f2e3ea9e815ad17177501.jpg,81,14,Teen,macOS,Action,Great,Spring,https://upload.wikimedia.org/wikipedia/commons/3/30/MacOS_logo.svg,Computer
Terraria,https://media.rawg.io/media/games/f46/f466571d536f2e3ea9e815ad17177501.jpg,81,14,Teen,Linux,Action,Great,Spring,https://upload.wikimedia.org/wikipedia/commons/d/dd/Linux_logo.jpg,Computer
Terraria,https://media.rawg.io/media/games/f46/f466571d536f2e3ea9e815ad17177501.jpg,81,14,Teen,Xbox 360,Action,Great,Spring,https://upload.wikimedia.org/wikipedia/en/0/0c/Xbox_360_full_logo.svg,Microsoft
Terraria,https://media.rawg.io/media/games/f46/f466571d536f2e3ea9e815ad17177501.jpg,81,14,Teen,PlayStation 3,Action,Great,Spring,https://upload.wikimedia.org/wikipedia/commons/0/05/PlayStation_3_logo_%282009%29.svg,Sony
Terraria,https://media.rawg.io/media/games/f46/f466571d536f2e3ea9e815ad17177501.jpg,81,14,Teen,PS Vita,Action,Great,Spring,https://upload.wikimedia.org/wikipedia/commons/3/3d/PlayStation_Vita_logo.svg,Sony
Terraria,https://media.rawg.io/media/games/f46/f466571d536f2e3ea9e815ad17177501.jpg,81,14,Teen,Wii U,Action,Great,Spring,https://upload.wikimedia.org/wikipedia/commons/7/7e/WiiU.svg,Nintendo
Warframe,https://media.rawg.io/media/games/f87/f87457e8347484033cb34cde6101d08d.jpg,73,8,Mature,PC,Action,Good,Spring,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
Warframe,https://media.rawg.io/media/games/f87/f87457e8347484033cb34cde6101d08d.jpg,73,8,Mature,PlayStation 5,Action,Good,Spring,https://upload.wikimedia.org/wikipedia/commons/c/cb/PlayStation_5_logo_and_wordmark.svg,Sony
Warframe,https://media.rawg.io/media/games/f87/f87457e8347484033cb34cde6101d08d.jpg,73,8,Mature,Xbox One,Action,Good,Spring,https://upload.wikimedia.org/wikipedia/commons/4/43/Xbox_One_logo_wordmark.svg,Microsoft
Warframe,https://media.rawg.io/media/games/f87/f87457e8347484033cb34cde6101d08d.jpg,73,8,Mature,PlayStation 4,Action,Good,Spring,https://upload.wikimedia.org/wikipedia/commons/8/87/PlayStation_4_logo_and_wordmark.svg,Sony
Warframe,https://media.rawg.io/media/games/f87/f87457e8347484033cb34cde6101d08d.jpg,73,8,Mature,Xbox Series S/X,Action,Good,Spring,https://upload.wikimedia.org/wikipedia/commons/f/f3/Xbox_Series_X_S_black.svg,Microsoft
Warframe,https://media.rawg.io/media/games/f87/f87457e8347484033cb34cde6101d08d.jpg,73,8,Mature,Nintendo Switch,Action,Good,Spring,https://upload.wikimedia.org/wikipedia/commons/8/8a/NintendoSwitchLogo.svg,Nintendo
Metro 2033,https://media.rawg.io/media/games/120/1201a40e4364557b124392ee50317b99.jpg,79,2,Mature,PC,Action,Good,Spring,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
Metro 2033,https://media.rawg.io/media/games/120/1201a40e4364557b124392ee50317b99.jpg,79,2,Mature,Xbox 360,Action,Good,Spring,https://upload.wikimedia.org/wikipedia/en/0/0c/Xbox_360_full_logo.svg,Microsoft
Metal Gear Solid V: The Phantom Pain,https://media.rawg.io/media/games/490/49016e06ae2103881ff6373248843069.jpg,91,24,Mature,PC,Action,Masterpiece,Fall,https://upload.wikimedia.org/wikipedia/commons/3/38/Pc_game_logo.png,Computer
